,Problem,Provider,OperationKind,Operation,Disposition,Status,conv_kind,n,h,w,c,k,r,s,p,q,pad_h,pad_w,stride_h,stride_w,dilation_h,dilation_w,Activation,Filter,Output,conv_mode,iterator_algorithm,alpha,beta,split_k_mode,split_k_slices,eq_gemm_provider,op_class,accum,cta_m,cta_n,cta_k,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,128,3,3,28,28,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,4603904,231411712,50,0.152874,28.0474,1513.74
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,128,3,3,28,28,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,4603904,231411712,50,0.182598,23.4817,1267.33
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,128,3,3,28,28,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,4603904,231411712,50,0.16811,25.5054,1376.55
0,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x128_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,256,3,3,14,14,0,0,2,2,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,128,8,2,4,2,1,1,1,1,50,1024,2283520,115705856,50,0.262276,8.10861,441.161
1,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x64_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,256,3,3,14,14,0,0,2,2,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,64,8,2,2,2,1,1,1,1,50,1024,2283520,115705856,50,0.155019,13.7189,746.397
2,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x128_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,256,3,3,14,14,0,0,2,2,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,128,8,2,2,2,1,1,1,1,50,1024,2283520,115705856,50,0.146951,14.4721,787.377
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,256,3,3,14,14,0,0,2,2,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,2283520,115705856,50,0.152946,13.9048,756.513
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,256,3,3,14,14,0,0,2,2,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,2283520,115705856,50,0.182802,11.6338,632.956
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,30,30,128,256,3,3,14,14,0,0,2,2,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,2283520,115705856,50,0.170665,12.4612,677.971
0,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x128_8x2_nhwc_align1,passed,success,fprop,1,16,16,256,256,3,3,14,14,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,128,8,2,4,2,1,1,1,1,50,1024,4366336,231311360,52,0.517509,7.85777,446.971
1,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x64_8x2_nhwc_align1,passed,success,fprop,1,16,16,256,256,3,3,14,14,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,64,8,2,2,2,1,1,1,1,50,1024,4366336,231311360,52,0.304738,13.3442,759.051
2,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x128_8x2_nhwc_align1,passed,success,fprop,1,16,16,256,256,3,3,14,14,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,128,8,2,2,2,1,1,1,1,50,1024,4366336,231311360,52,0.287865,14.1263,803.54
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,16,16,256,256,3,3,14,14,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,4366336,231311360,52,0.299286,13.5872,772.876
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,16,16,256,256,3,3,14,14,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,4366336,231311360,52,0.358046,11.3574,646.037
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,16,16,256,256,3,3,14,14,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,4366336,231311360,52,0.331839,12.2543,697.059
0,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x128_8x2_nhwc_align1,passed,success,fprop,1,546,546,3,32,3,3,544,544,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,128,8,2,4,2,1,1,1,1,50,1024,69844352,530317312,7,0.74489,87.3251,711.94
1,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x64_8x2_nhwc_align1,passed,success,fprop,1,546,546,3,32,3,3,544,544,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,64,8,2,2,2,1,1,1,1,50,1024,69844352,530317312,7,0.351646,184.981,1508.1
2,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x128_8x2_nhwc_align1,passed,success,fprop,1,546,546,3,32,3,3,544,544,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,128,8,2,2,2,1,1,1,1,50,1024,69844352,530317312,7,0.644922,100.861,822.297
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,546,546,3,32,3,3,544,544,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,69844352,530317312,7,0.362666,179.36,1462.28
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,546,546,3,32,3,3,544,544,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,69844352,530317312,7,0.23039,282.337,2301.83
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,546,546,3,32,3,3,544,544,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,69844352,530317312,7,0.70809,91.8635,748.94
0,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x128_8x2_nhwc_align1,passed,success,fprop,1,274,274,32,64,3,3,272,272,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,128,8,2,4,2,1,1,1,1,50,1024,104243200,2736816128,26,0.649274,149.527,4215.19
1,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x64_8x2_nhwc_align1,passed,success,fprop,1,274,274,32,64,3,3,272,272,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,64,8,2,2,2,1,1,1,1,50,1024,104243200,2736816128,26,0.326226,297.597,8389.32
2,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x128_8x2_nhwc_align1,passed,success,fprop,1,274,274,32,64,3,3,272,272,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,128,8,2,2,2,1,1,1,1,50,1024,104243200,2736816128,26,0.588038,165.098,4654.15
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,274,274,32,64,3,3,272,272,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,104243200,2736816128,26,0.350347,277.108,7811.73
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,274,274,32,64,3,3,272,272,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,104243200,2736816128,26,0.402078,241.456,6806.67
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,274,274,32,64,3,3,272,272,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,104243200,2736816128,26,0.651296,149.063,4202.11
0,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x128_8x2_nhwc_align1,passed,success,fprop,1,138,138,64,128,3,3,136,136,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,128,8,2,4,2,1,1,1,1,50,1024,52379648,2732081152,52,0.410785,118.754,6650.88
1,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x64_8x2_nhwc_align1,passed,success,fprop,1,138,138,64,128,3,3,136,136,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,64,8,2,2,2,1,1,1,1,50,1024,52379648,2732081152,52,0.352994,138.196,7739.73
2,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x128_8x2_nhwc_align1,passed,success,fprop,1,138,138,64,128,3,3,136,136,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,128,8,2,2,2,1,1,1,1,50,1024,52379648,2732081152,52,0.334249,145.946,8173.78
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,138,138,64,128,3,3,136,136,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,52379648,2732081152,52,0.367589,132.709,7432.43
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,138,138,64,128,3,3,136,136,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,52379648,2732081152,52,0.420013,116.145,6504.76
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,138,138,64,128,3,3,136,136,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,52379648,2732081152,52,0.389362,125.288,7016.82
0,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x128_8x2_nhwc_align1,passed,success,fprop,1,70,70,128,256,3,3,68,68,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,128,8,2,4,2,1,1,1,1,50,1024,27222016,2729713664,100,0.53203,47.6523,5130.75
1,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x64_8x2_nhwc_align1,passed,success,fprop,1,70,70,128,256,3,3,68,68,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,64,8,2,2,2,1,1,1,1,50,1024,27222016,2729713664,100,0.417502,60.7242,6538.2
2,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x128_8x2_nhwc_align1,passed,success,fprop,1,70,70,128,256,3,3,68,68,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,128,8,2,2,2,1,1,1,1,50,1024,27222016,2729713664,100,0.398022,63.6962,6858.2
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,70,70,128,256,3,3,68,68,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,27222016,2729713664,100,0.423788,59.8235,6441.22
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,70,70,128,256,3,3,68,68,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,27222016,2729713664,100,0.493841,51.3373,5527.52
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,70,70,128,256,3,3,68,68,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,27222016,2729713664,100,0.45166,56.1317,6043.73
0,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x128_8x2_nhwc_align1,passed,success,fprop,1,36,36,256,512,3,3,34,34,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,128,8,2,4,2,1,1,1,1,50,1024,17739776,2728529920,153,0.544856,30.3226,5007.8
1,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x64_8x2_nhwc_align1,passed,success,fprop,1,36,36,256,512,3,3,34,34,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,64,8,2,2,2,1,1,1,1,50,1024,17739776,2728529920,153,0.550298,30.0228,4958.28
2,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x128_8x2_nhwc_align1,passed,success,fprop,1,36,36,256,512,3,3,34,34,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,128,8,2,2,2,1,1,1,1,50,1024,17739776,2728529920,153,0.531396,31.0907,5134.65
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,36,36,256,512,3,3,34,34,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,17739776,2728529920,153,0.557496,29.6351,4894.26
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,36,36,256,512,3,3,34,34,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,17739776,2728529920,153,0.64285,25.7003,4244.43
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,36,36,256,512,3,3,34,34,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,17739776,2728529920,153,0.576907,28.638,4729.59
0,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x128_8x2_nhwc_align1,passed,success,fprop,1,19,19,512,1024,3,3,17,17,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,128,8,2,4,2,1,1,1,1,50,1024,25384960,2727938048,107,1.03532,22.8351,2634.87
1,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x64_8x2_nhwc_align1,passed,success,fprop,1,19,19,512,1024,3,3,17,17,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,64,8,2,2,2,1,1,1,1,50,1024,25384960,2727938048,107,0.622158,37.9993,4384.64
2,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x128_8x2_nhwc_align1,passed,success,fprop,1,19,19,512,1024,3,3,17,17,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,128,8,2,2,2,1,1,1,1,50,1024,25384960,2727938048,107,0.584802,40.4266,4664.72
3,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_64x64_8x2_nhwc_align1,passed,success,fprop,1,19,19,512,1024,3,3,17,17,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,64,64,8,2,2,1,1,1,1,1,50,1024,25384960,2727938048,107,1.06905,22.1147,2551.75
4,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_128x32_8x2_nhwc_align1,passed,success,fprop,1,19,19,512,1024,3,3,17,17,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,128,32,8,2,2,1,1,1,1,1,50,1024,25384960,2727938048,107,1.22013,19.3762,2235.77
5,1,CUTLASS,conv2d,cutlass_simt_sfprop_optimized_32x128_8x2_nhwc_align1,passed,success,fprop,1,19,19,512,1024,3,3,17,17,0,0,1,1,1,1,f32:nhwc,f32:nhwc,f32:nhwc,cross,optimized,1,0,serial,1,none,simt,f32,32,128,8,2,1,2,1,1,1,1,50,1024,25384960,2727938048,107,1.11056,21.2881,2456.37
